"pasta","wav","ingles","traducao_pt","category","emotion","urgency","token_type","assembly_mode","radio_style","speaker_role","pause_profile","intensity"
"voice/push_now/pits_exit_traffic_behind","9-b.wav","there's traffic behind, take care","Tráfego atrás, fica ligado","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","9-c.wav","there's traffic behind, take care","Tráfego atrás, fica ligado","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","19-a.wav","there's traffic behind, watch your mirrors","Tráfego atrás, olha os espelhos","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","19-b.wav","there's traffic behind, watch your mirrors","Tráfego atrás, olha os espelhos","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","19-c.wav","there's traffic behind, watch your mirrors","Tráfego atrás, olha os espelhos","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","14-a.wav","there's a car approaching, don't cross the white line, watch your mirrors","Tem carro chegando, não cruza a linha branca, olho nos espelhos","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","14-b.wav","there's a car approaching, don't cross the white line, watch your mirrors","Tem carro chegando, não cruza a linha branca, olho nos espelhos","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","14-c.wav","there's a car approaching, don't cross the white line, watch your mirrors","Tem carro chegando, não cruza a linha branca, olho nos espelhos","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","12-a.wav","there's a car approaching, watch your mirrors, stay behind the white line","Carro chegando, espia os espelhos, fica na linha branca","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","12-b.wav","there's a car approaching, watch your mirrors, stay behind the white line","Carro chegando, espia os espelhos, fica na linha branca","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","12-c.wav","there's a car approaching, watch your mirrors, stay behind the white line","Carro chegando, espia os espelhos, fica na linha branca","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","16-a.wav","there's traffic behind, watch your mirrors","Tráfego atrás, olha os espelhos","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","16-b.wav","there's traffic behind, watch your mirrors","Tráfego atrás, olha os espelhos","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","16-c.wav","there's traffic behind, watch your mirrors","Tráfego atrás, olha os espelhos","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","5-a.wav","watch your mirrors, there's a car approaching","Olha os retrovisores, tem carro vindo","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","5-b.wav","watch your mirrors, there's a car approaching","Olha os retrovisores, tem carro vindo","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","5-c.wav","watch your mirrors, there's a car approaching","Olha os retrovisores, tem carro vindo","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","17-a.wav","there's traffic behind, watch your mirrors","Tráfego atrás, olha os espelhos","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","17-b.wav","there's traffic behind, watch your mirrors","Tráfego atrás, olha os espelhos","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","17-c.wav","there's traffic behind, watch your mirrors","Tráfego atrás, olha os espelhos","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","2-a.wav","there's traffic behind, keep your wits about you","Tráfego atrás, fica esperto","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","2-b.wav","there's traffic behind, keep your wits about you","Tráfego atrás, fica esperto","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","2-c.wav","there's traffic behind, keep your wits about you","Tráfego atrás, fica esperto","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","3-a.wav","car approaching, watch your mirrors","Carro se aproximando, olha os espelhos","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","3-b.wav","car approaching, watch your mirrors","Carro se aproximando, olha os espelhos","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","3-c.wav","car approaching, watch your mirrors","Carro se aproximando, olha os espelhos","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","11-a.wav","there's a car approaching, stay behind the white line","Carro se aproximando, fica na linha branca","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","11-b.wav","there's a car approaching, stay behind the white line","Carro se aproximando, fica na linha branca","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","11-c.wav","there's a car approaching, stay behind the white line","Carro se aproximando, fica na linha branca","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","15-a.wav","there's traffic behind, watch your mirrors","Tráfego atrás, olha os espelhos","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","15-b.wav","there's traffic behind, watch your mirrors","Tráfego atrás, olha os espelhos","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/pits_exit_traffic_behind","15-c.wav","there's traffic behind, watch your mirrors","Tráfego atrás, olha os espelhos","push_now","neutral","medium","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/minutes_to_set_a_lap","1-a.wav","minutes to set a lap","Minutos pra cravar uma volta","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/minutes_to_set_a_lap","1-b.wav","minutes to set a lap","Minutos pra cravar uma volta","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/minutes_to_set_a_lap","1-c.wav","minutes to set a lap","Minutos pra cravar uma volta","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/minutes_to_set_a_lap","2-a.wav","minutes to get the job done","Minutos pra entregar o tempo","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/minutes_to_set_a_lap","2-b.wav","minutes to get the job done","Minutos pra entregar o tempo","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/minutes_to_set_a_lap","2-c.wav","minutes to get the job done","Minutos pra entregar o tempo","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/minutes_to_set_a_lap","3-a.wav","minutes to set a lap","Minutos pra cravar uma volta","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/minutes_to_set_a_lap","3-b.wav","minutes to set a lap","Minutos pra cravar uma volta","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/minutes_to_set_a_lap","3-c.wav","minutes to set a lap","Minutos pra cravar uma volta","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/minutes_to_set_a_lap","5-a.wav","minutes to do the business","Minutos pra resolver","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/minutes_to_set_a_lap","5-b.wav","minutes to do the business","Minutos pra resolver","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/minutes_to_set_a_lap","5-c.wav","minutes to do the business","Minutos pra resolver","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/minutes_to_set_a_lap","4-a.wav","minutes to get a decent lap in","Minutos pra meter uma volta boa","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/minutes_to_set_a_lap","4-b.wav","minutes to get a decent lap in","Minutos pra meter uma volta boa","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/minutes_to_set_a_lap","4-c.wav","minutes to get a decent lap in","Minutos pra meter uma volta boa","push_now","neutral","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.5"
"voice/push_now/we_have","2-a.wav","we have","Temos","push_now","neutral","low","fragment","procedural","aggressive","race_engineer","micro_pause","0.5"
"voice/push_now/we_have","2-b.wav","we have","Temos","push_now","neutral","low","fragment","procedural","aggressive","race_engineer","micro_pause","0.5"
"voice/push_now/we_have","2-c.wav","we have","Temos","push_now","neutral","low","fragment","procedural","aggressive","race_engineer","micro_pause","0.5"
"voice/push_now/we_have","3_op_prefix_ok-a.wav","we've got","Tamo com","push_now","neutral","low","fragment","procedural","aggressive","race_engineer","micro_pause","0.5"
"voice/push_now/we_have","3_op_prefix_ok-b.wav","we've got","Tamo com","push_now","neutral","low","fragment","procedural","aggressive","race_engineer","micro_pause","0.5"
"voice/push_now/we_have","3_op_prefix_ok-c.wav","we've got","Tamo com","push_now","neutral","low","fragment","procedural","aggressive","race_engineer","micro_pause","0.5"
"voice/push_now/we_have","1_op_prefix_ok-a.wav","we've got","Tamo com","push_now","neutral","low","fragment","procedural","aggressive","race_engineer","micro_pause","0.5"
"voice/push_now/we_have","1_op_prefix_ok-b.wav","we've got","Tamo com","push_now","neutral","low","fragment","procedural","aggressive","race_engineer","micro_pause","0.5"
"voice/push_now/we_have","1_op_prefix_ok-c.wav","we've got","Tamo com","push_now","neutral","low","fragment","procedural","aggressive","race_engineer","micro_pause","0.5"
"voice/push_now/we_have","4-a.wav","we've got","Tamo com","push_now","neutral","low","fragment","procedural","aggressive","race_engineer","micro_pause","0.5"
"voice/push_now/we_have","4-b.wav","we've got","Tamo com","push_now","neutral","low","fragment","procedural","aggressive","race_engineer","micro_pause","0.5"
"voice/push_now/we_have","4-c.wav","we've got","Tamo com","push_now","neutral","low","fragment","procedural","aggressive","race_engineer","micro_pause","0.5"
"voice/push_now/push_to_get_third","2_prefix_come_on-a.wav","push harder, we can get a podium here","Empurra mais, dá pra pegar pódio!","push_now","aggressive","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.8"
"voice/push_now/push_to_get_third","2_prefix_come_on-b.wav","push harder, we can get a podium here","Empurra mais, dá pra pegar pódio!","push_now","aggressive","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.8"
"voice/push_now/push_to_get_third","2_prefix_come_on-c.wav","push harder, we can get a podium here","Empurra mais, dá pra pegar pódio!","push_now","aggressive","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.8"
"voice/push_now/push_to_get_third","1_prefix_come_on-a.wav","there's a chance of a podium here, push, push, push","Tem chance de pódio, força, força, força!","push_now","aggressive","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.8"
"voice/push_now/push_to_get_third","1_prefix_come_on-b.wav","there's a chance of a podium here, push, push, push","Tem chance de pódio, força, força, força!","push_now","aggressive","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.8"
"voice/push_now/push_to_get_third","1_prefix_come_on-c.wav","there's a chance of a podium here, push, push, push","Tem chance de pódio, força, força, força!","push_now","aggressive","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.8"
"voice/push_now/push_to_get_third","3_prefix_ok-a.wav","push, we might get third here","Empurra, dá pra ser terceiro aqui","push_now","aggressive","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.8"
"voice/push_now/push_to_get_third","3_prefix_ok-b.wav","push, we might get third here","Empurra, dá pra ser terceiro aqui","push_now","aggressive","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.8"
"voice/push_now/push_to_get_third","3_prefix_ok-c.wav","push, we might get third here","Empurra, dá pra ser terceiro aqui","push_now","aggressive","low","full_phrase","static","aggressive","race_engineer","normal_pause","0.8"
"voice/damage_reporting/right_front_puncture","2-a.wav","your right front's punctured","Seu dianteiro direito furou","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/right_front_puncture","2-b.wav","your right front's punctured","Seu dianteiro direito furou","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/right_front_puncture","2-c.wav","your right front's punctured","Seu dianteiro direito furou","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/right_front_puncture","1-a.wav","right front puncture","Furo no dianteiro direito","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/right_front_puncture","1-b.wav","right front puncture","Furo no dianteiro direito","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/right_front_puncture","1-c.wav","right front puncture","Furo no dianteiro direito","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/right_front_puncture","3-a.wav","right front puncture","Furo no dianteiro direito","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/right_front_puncture","3-b.wav","right front puncture","Furo no dianteiro direito","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/right_front_puncture","3-c.wav","right front puncture","Furo no dianteiro direito","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/busted_suspension","sweary_3-a.wav","the suspension's boogered","A suspensão foi pro espaço","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/busted_suspension","sweary_3-b.wav","the suspension's boogered","A suspensão foi pro espaço","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/busted_suspension","sweary_3-c.wav","the suspension's boogered","A suspensão foi pro espaço","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/busted_suspension","2-a.wav","your suspension's completely knackered, there's nothing we can do there","Suspensão totalmente danificada, não tem o que fazer","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/busted_suspension","2-b.wav","your suspension's completely knackered, there's nothing we can do there","Suspensão totalmente danificada, não tem o que fazer","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/busted_suspension","2-c.wav","your suspension's completely knackered, there's nothing we can do there","Suspensão totalmente danificada, não tem o que fazer","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/busted_suspension","2_prefix_oh_dear-a.wav","your suspension's completely knackered, there's nothing we can do there","Suspensão totalmente danificada, não tem o que fazer","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/busted_suspension","2_prefix_oh_dear-b.wav","your suspension's completely knackered, there's nothing we can do there","Suspensão totalmente danificada, não tem o que fazer","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/busted_suspension","2_prefix_oh_dear-c.wav","your suspension's completely knackered, there's nothing we can do there","Suspensão totalmente danificada, não tem o que fazer","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/busted_suspension","2_op_prefix_oh_dear-a.wav","your suspension's completely knackered, there's nothing we can do there","Suspensão totalmente danificada, não tem o que fazer","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/busted_suspension","2_op_prefix_oh_dear-b.wav","your suspension's completely knackered, there's nothing we can do there","Suspensão totalmente danificada, não tem o que fazer","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/busted_suspension","2_op_prefix_oh_dear-c.wav","your suspension's completely knackered, there's nothing we can do there","Suspensão totalmente danificada, não tem o que fazer","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/busted_suspension","1-a.wav","we can't fix our suspension, mate, that's your day over","Não dá pra consertar a suspensão, tua corrida acabou","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/busted_suspension","1-b.wav","we can't fix our suspension, mate, that's your day over","Não dá pra consertar a suspensão, tua corrida acabou","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/busted_suspension","1-c.wav","we can't fix our suspension, mate, that's your day over","Não dá pra consertar a suspensão, tua corrida acabou","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/minor_aero_damage","5-a.wav","you've had a bit of bodywork damage, stay out, it's not too bad","Você teve um leve dano na carenagem, segue, não é nada demais","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","5-b.wav","you've had a bit of bodywork damage, stay out, it's not too bad","Você teve um leve dano na carenagem, segue, não é nada demais","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","5-c.wav","you've had a bit of bodywork damage, stay out, it's not too bad","Você teve um leve dano na carenagem, segue, não é nada demais","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","7-a.wav","some minor aero damage","Pequeno dano aerodinâmico","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","7-b.wav","some minor aero damage","Pequeno dano aerodinâmico","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","7-c.wav","some minor aero damage","Pequeno dano aerodinâmico","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","12-a.wav","looks like you got some minor bodywork damage","Pegou um leve dano na carenagem","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","12-b.wav","looks like you got some minor bodywork damage","Pegou um leve dano na carenagem","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","12-c.wav","looks like you got some minor bodywork damage","Pegou um leve dano na carenagem","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","8-a.wav","we're seeing some minor aero damage","Estamos vendo um dano leve na aero","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","8-b.wav","we're seeing some minor aero damage","Estamos vendo um dano leve na aero","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","8-c.wav","we're seeing some minor aero damage","Estamos vendo um dano leve na aero","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","6-a.wav","you've got a little bit of bodywork damage there","Tem um pequeno dano na carenagem","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","6-b.wav","you've got a little bit of bodywork damage there","Tem um pequeno dano na carenagem","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","6-c.wav","you've got a little bit of bodywork damage there","Tem um pequeno dano na carenagem","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","9-a.wav","we're seeing a little bit of bodywork damage there","Vemos um dano leve na carenagem","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","9-b.wav","we're seeing a little bit of bodywork damage there","Vemos um dano leve na carenagem","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","9-c.wav","we're seeing a little bit of bodywork damage there","Vemos um dano leve na carenagem","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","11-a.wav","we're seeing a little bit of aero damage","Tem um pequeno dano na aero","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","11-b.wav","we're seeing a little bit of aero damage","Tem um pequeno dano na aero","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","11-c.wav","we're seeing a little bit of aero damage","Tem um pequeno dano na aero","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","10-a.wav","you picked up a little bit of bodywork damage","Pegou um leve dano na carenagem","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","10-b.wav","you picked up a little bit of bodywork damage","Pegou um leve dano na carenagem","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","10-c.wav","you picked up a little bit of bodywork damage","Pegou um leve dano na carenagem","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","4_op_prefix_ok-a.wav","you had some minor aero damage, stay out, it's not that bad","Tem um dano leve na aero, pode seguir, não é grave","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","4_op_prefix_ok-b.wav","you had some minor aero damage, stay out, it's not that bad","Tem um dano leve na aero, pode seguir, não é grave","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","4_op_prefix_ok-c.wav","you had some minor aero damage, stay out, it's not that bad","Tem um dano leve na aero, pode seguir, não é grave","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","3_op_prefix_ok-a.wav","you've had a bit of bodywork damage there","Teve um leve dano na carenagem","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","3_op_prefix_ok-b.wav","you've had a bit of bodywork damage there","Teve um leve dano na carenagem","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","3_op_prefix_ok-c.wav","you've had a bit of bodywork damage there","Teve um leve dano na carenagem","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","2_op_prefix_ok-a.wav","you picked up a big of aero damage","Pegou um pequeno dano na aero","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","2_op_prefix_ok-b.wav","you picked up a big of aero damage","Pegou um pequeno dano na aero","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","2_op_prefix_ok-c.wav","you picked up a big of aero damage","Pegou um pequeno dano na aero","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","1_op_prefix_ok-a.wav","you picked up some minor aero damage","Pegou um dano leve na aerodinâmica","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","1_op_prefix_ok-b.wav","you picked up some minor aero damage","Pegou um dano leve na aerodinâmica","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/minor_aero_damage","1_op_prefix_ok-c.wav","you picked up some minor aero damage","Pegou um dano leve na aerodinâmica","damage_reporting","warning","low","full_phrase","static","standard","race_engineer","normal_pause","0.7"
"voice/damage_reporting/rolling","5-a.wav","that's not right, it should be the other way up, i'm sure","Isso tá do avesso, era pra estar ao contrário, certeza","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/rolling","5-b.wav","that's not right, it should be the other way up, i'm sure","Isso tá do avesso, era pra estar ao contrário, certeza","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/rolling","5-c.wav","that's not right, it should be the other way up, i'm sure","Isso tá do avesso, era pra estar ao contrário, certeza","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/rolling","1-a.wav","that looks painful","Essa doeu de ver","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/rolling","1-b.wav","that looks painful","Essa doeu de ver","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/rolling","1-c.wav","that looks painful","Essa doeu de ver","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/rolling","6-a.wav","try the other way up","Tenta pelo outro lado","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/rolling","6-b.wav","try the other way up","Tenta pelo outro lado","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/rolling","6-c.wav","try the other way up","Tenta pelo outro lado","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/rolling","3-a.wav","it's quicker the other way up","Vai mais rápido do lado certo, hein","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/rolling","3-b.wav","it's quicker the other way up","Vai mais rápido do lado certo, hein","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/rolling","3-c.wav","it's quicker the other way up","Vai mais rápido do lado certo, hein","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/rolling","2-a.wav","unlucky mate, that looks painful","Azar, mano, essa doeu","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/rolling","2-b.wav","unlucky mate, that looks painful","Azar, mano, essa doeu","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/damage_reporting/rolling","2-c.wav","unlucky mate, that looks painful","Azar, mano, essa doeu","damage_reporting","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
